league,player_id,salary,season,season_end,season_start,team
NBA,andrima01,398762,2005-06,2006,2005,Cleveland Cavaliers
NBA,andrima01,664209,2006-07,2007,2006,Chicago Bulls
NBA,anigbik01,950000,2017-18,2018,2017,Indiana Pacers
NBA,anslemi01,200000,1990-91,1991,1990,Orlando Magic
NBA,anstech01,713900,1997-98,1998,1997,Dallas Mavericks
NBA,anstech01,985200,1998-99,1999,1998,Dallas Mavericks
NBA,anstech01,1113720,1999-00,2000,1999,Chicago Bulls
NBA,antetgi01,1792560,2013-14,2014,2013,Milwaukee Bucks
NBA,antetgi01,1873200,2014-15,2015,2014,Milwaukee Bucks
NBA,antetgi01,1953960,2015-16,2016,2015,Milwaukee Bucks
NBA,antetgi01,2995421,2016-17,2017,2016,Milwaukee Bucks
NBA,antetgi01,22471910,2017-18,2018,2017,Milwaukee Bucks
NBA,antetth01,105888,2015-16,2016,2015,New York Knicks
NBA,anthoca01,3229200,2003-04,2004,2003,Denver Nuggets
NBA,anthoca01,3471360,2004-05,2005,2004,Denver Nuggets
NBA,anthoca01,3713640,2005-06,2006,2005,Denver Nuggets
NBA,anthoca01,4694041,2006-07,2007,2006,Denver Nuggets
NBA,anthoca01,13041250,2007-08,2008,2007,Denver Nuggets
NBA,anthoca01,14410581,2008-09,2009,2008,Denver Nuggets
NBA,anthoca01,15779912,2009-10,2010,2009,Denver Nuggets
NBA,anthoca01,17149243,2010-11,2011,2010,New York Knicks
NBA,anthoca01,18518574,2011-12,2012,2011,New York Knicks
NBA,anthoca01,19450000,2012-13,2013,2012,New York Knicks
NBA,anthoca01,22407474,2013-14,2014,2013,New York Knicks
NBA,anthoca01,22458000,2014-15,2015,2014,New York Knicks
NBA,anthoca01,22875000,2015-16,2016,2015,New York Knicks
NBA,anthoca01,24559380,2016-17,2017,2016,New York Knicks
NBA,anthoca01,26243760,2017-18,2018,2017,Oklahoma City Thunder
NBA,anthogr01,865000,1991-92,1992,1991,New York Knicks
NBA,anthogr01,1067000,1992-93,1993,1992,New York Knicks
NBA,anthogr01,1269000,1993-94,1994,1993,New York Knicks
NBA,anthogr01,1471000,1994-95,1995,1994,New York Knicks
NBA,anthogr01,1673000,1995-96,1996,1995,Vancouver Grizzlies
NBA,anthogr01,1875000,1996-97,1997,1996,Vancouver Grizzlies
NBA,anthogr01,272250,1997-98,1998,1997,Seattle SuperSonics
NBA,anthogr01,1000000,1998-99,1999,1998,Portland Trail Blazers
NBA,anthogr01,1100000,1999-00,2000,1999,Portland Trail Blazers
NBA,anthogr01,3500000,2000-01,2001,2000,Portland Trail Blazers
NBA,anthogr01,3000000,2001-02,2002,2001,Chicago Bulls
NBA,anthogr01,1500000,2002-03,2003,2002,Chicago Bulls
NBA,anthojo01,427163,2007-08,2008,2007,Miami Heat
NBA,anthojo01,711517,2008-09,2009,2008,Miami Heat
NBA,anthojo01,825497,2009-10,2010,2009,Miami Heat
NBA,anthojo01,3300000,2010-11,2011,2010,Miami Heat
NBA,anthojo01,3600000,2011-12,2012,2011,Miami Heat
NBA,anthojo01,3750000,2012-13,2013,2012,Miami Heat
NBA,anthojo01,3800000,2013-14,2014,2013,Miami Heat
NBA,anthojo01,3800000,2014-15,2015,2014,Detroit Pistons
NBA,anthojo01,2500000,2015-16,2016,2015,Detroit Pistons
NBA,anthojo01,663810,2016-17,2017,2016,San Antonio Spurs
NBA,anticpe01,1250000,2014-15,2015,2014,Atlanta Hawks
NBA,anunoog01,1645200,2017-18,2018,2017,Toronto Raptors
NBA,applike01,161776,2015-16,2016,2015,Orlando Magic
NBA,araujra01,2082720,2004-05,2005,2004,Toronto Raptors
NBA,araujra01,2238960,2005-06,2006,2005,Toronto Raptors
NBA,araujra01,2395200,2006-07,2007,2006,Utah Jazz
NBA,archiro01,349458,2002-03,2003,2002,Memphis Grizzlies
NBA,archiro01,563679,2003-04,2004,2003,Orlando Magic
NBA,arenagi01,332817,2001-02,2002,2001,Golden State Warriors
NBA,arenagi01,512435,2002-03,2003,2002,Golden State Warriors
NBA,arenagi01,8536000,2003-04,2004,2003,Washington Wizards
NBA,arenagi01,9389600,2004-05,2005,2004,Washington Wizards
NBA,arenagi01,10243200,2005-06,2006,2005,Washington Wizards
NBA,arenagi01,11096800,2006-07,2007,2006,Washington Wizards
NBA,arenagi01,11950400,2007-08,2008,2007,Washington Wizards
NBA,arenagi01,14653466,2008-09,2009,2008,Washington Wizards
NBA,arenagi01,16192080,2009-10,2010,2009,Washington Wizards
NBA,arenagi01,17730694,2010-11,2011,2010,Orlando Magic
NBA,arenagi01,19269307,2011-12,2012,2011,Orlando Magic
NBA,arenagi01,20807922,2012-13,2013,2012,Orlando Magic
NBA,arizatr01,385277,2004-05,2005,2004,New York Knicks
NBA,arizatr01,682051,2005-06,2006,2005,New York Knicks
NBA,arizatr01,3100000,2006-07,2007,2006,Orlando Magic
NBA,arizatr01,3100000,2007-08,2008,2007,Los Angeles Lakers
NBA,arizatr01,3100000,2008-09,2009,2008,Los Angeles Lakers
NBA,arizatr01,5854000,2009-10,2010,2009,Houston Rockets
NBA,arizatr01,6322320,2010-11,2011,2010,New Orleans Hornets
NBA,arizatr01,6790640,2011-12,2012,2011,New Orleans Hornets
NBA,arizatr01,7258960,2012-13,2013,2012,Washington Wizards
NBA,arizatr01,7727280,2013-14,2014,2013,Washington Wizards
NBA,arizatr01,8579089,2014-15,2015,2014,Houston Rockets
NBA,arizatr01,8193030,2015-16,2016,2015,Houston Rockets
NBA,arizatr01,7806971,2016-17,2017,2016,Houston Rockets
NBA,arizatr01,7420912,2017-18,2018,2017,Houston Rockets
NBA,armstbj01,425000,1990-91,1991,1990,Chicago Bulls
NBA,armstbj01,435000,1991-92,1992,1991,Chicago Bulls
NBA,armstbj01,540000,1992-93,1993,1992,Chicago Bulls
NBA,armstbj01,620000,1993-94,1994,1993,Chicago Bulls
NBA,armstbj01,2800000,1994-95,1995,1994,Chicago Bulls
NBA,armstbj01,2400000,1995-96,1996,1995,Golden State Warriors
NBA,armstbj01,2400000,1996-97,1997,1996,Golden State Warriors
NBA,armstbj01,2600000,1997-98,1998,1997,Golden State Warriors
NBA,armstbj01,2800000,1998-99,1999,1998,Los Angeles Lakers
NBA,armstbj01,850000,1998-99,1999,1998,Orlando Magic
NBA,armstbj01,510000,1999-00,2000,1999,Chicago Bulls
NBA,armstbr01,865800,2001-02,2002,2001,New Jersey Nets
NBA,armstbr01,930720,2002-03,2003,2002,New Jersey Nets
NBA,armstbr01,995650,2003-04,2004,2003,New Jersey Nets
NBA,armstda01,350000,1995-96,1996,1995,Orlando Magic
NBA,armstda01,410000,1996-97,1997,1996,Orlando Magic
NBA,armstda01,350000,1997-98,1998,1997,Orlando Magic
NBA,armstda01,2900000,1998-99,1999,1998,Orlando Magic
NBA,armstda01,4125000,1999-00,2000,1999,Orlando Magic
NBA,armstda01,3100000,2000-01,2001,2000,Orlando Magic
NBA,armstda01,4005000,2001-02,2002,2001,Orlando Magic
NBA,armstda01,4010000,2002-03,2003,2002,Orlando Magic
NBA,armstda01,2475000,2003-04,2004,2003,New Orleans Hornets
NBA,armstda01,2275000,2004-05,2005,2004,Dallas Mavericks
NBA,armstda01,1138500,2005-06,2006,2005,Dallas Mavericks
NBA,armstda01,1178348,2006-07,2007,2006,Indiana Pacers
NBA,armstda01,1219590,2007-08,2008,2007,New Jersey Nets
NBA,armsthi01,1767600,2006-07,2007,2006,New Orleans/Oklahoma City Hornets
NBA,armsthi01,1900200,2007-08,2008,2007,New Orleans Hornets
NBA,armsthi01,2032800,2008-09,2009,2008,New Orleans Hornets
NBA,armsthi01,2801198,2009-10,2010,2009,Houston Rockets
NBA,armsthi01,992680,2010-11,2011,2010,Atlanta Hawks
NBA,arroyca01,332817,2001-02,2002,2001,Toronto Raptors
NBA,arroyca01,546000,2002-03,2003,2002,Utah Jazz
NBA,arroyca01,800000,2003-04,2004,2003,Utah Jazz
NBA,arroyca01,4000000,2004-05,2005,2004,Utah Jazz
NBA,arroyca01,4000000,2005-06,2006,2005,Detroit Pistons
NBA,arroyca01,4100000,2006-07,2007,2006,Orlando Magic
NBA,arroyca01,4100000,2007-08,2008,2007,Orlando Magic
NBA,arroyca01,1107572,2009-10,2010,2009,Miami Heat
NBA,arroyca01,1223166,2010-11,2011,2010,Miami Heat
NBA,arthuda01,977160,2008-09,2009,2008,Memphis Grizzlies
NBA,arthuda01,1050480,2009-10,2010,2009,Memphis Grizzlies
NBA,arthuda01,1123680,2010-11,2011,2010,Memphis Grizzlies
NBA,arthuda01,2027119,2011-12,2012,2011,Memphis Grizzlies
NBA,arthuda01,3006217,2012-13,2013,2012,Memphis Grizzlies
NBA,arthuda01,3231683,2013-14,2014,2013,Denver Nuggets
NBA,arthuda01,3457149,2014-15,2015,2014,Denver Nuggets
NBA,arthuda01,2814000,2015-16,2016,2015,Denver Nuggets
NBA,arthuda01,8070175,2016-17,2017,2016,Denver Nuggets
NBA,arthuda01,7464912,2017-18,2018,2017,Denver Nuggets
NBA,asikom01,1721000,2010-11,2011,2010,Chicago Bulls
NBA,asikom01,1857500,2011-12,2012,2011,Chicago Bulls
NBA,asikom01,8374646,2012-13,2013,2012,Houston Rockets
NBA,asikom01,8374646,2013-14,2014,2013,Houston Rockets
NBA,asikom01,8374646,2014-15,2015,2014,New Orleans Pelicans
NBA,asikom01,11000000,2015-16,2016,2015,New Orleans Pelicans
NBA,asikom01,9904494,2016-17,2017,2016,New Orleans Pelicans
NBA,asikom01,10595505,2017-18,2018,2017,Chicago Bulls
NBA,askewvi01,135000,1991-92,1992,1991,Golden State Warriors
NBA,askewvi01,180000,1992-93,1993,1992,Seattle SuperSonics
NBA,askewvi01,1460000,1994-95,1995,1994,Seattle SuperSonics
NBA,askewvi01,1810000,1995-96,1996,1995,Seattle SuperSonics
NBA,askewvi01,2000000,1996-97,1997,1996,Indiana Pacers
NBA,askewvi01,272250,1997-98,1998,1997,Portland Trail Blazers
NBA,askinke01,150000,1990-91,1991,1990,Miami Heat
NBA,askinke01,202000,1991-92,1992,1991,Miami Heat
NBA,askinke01,250000,1992-93,1993,1992,Miami Heat
NBA,askinke01,313000,1993-94,1994,1993,Miami Heat
NBA,askinke01,406000,1994-95,1995,1994,Miami Heat
NBA,askinke01,550000,1995-96,1996,1995,Miami Heat
NBA,askinke01,650000,1996-97,1997,1996,Miami Heat
NBA,askinke01,750000,1997-98,1998,1997,Miami Heat
NBA,askinke01,725000,1998-99,1999,1998,Miami Heat
NBA,askinke01,1752400,1999-00,2000,1999,Miami Heat
NBA,atkinch01,385000,1999-00,2000,1999,Orlando Magic
NBA,atkinch01,3000000,2000-01,2001,2000,Detroit Pistons
NBA,atkinch01,3300000,2001-02,2002,2001,Detroit Pistons
NBA,atkinch01,3600000,2002-03,2003,2002,Detroit Pistons
NBA,atkinch01,3900000,2003-04,2004,2003,Detroit Pistons
NBA,atkinch01,4200000,2004-05,2005,2004,Los Angeles Lakers
NBA,atkinch01,4500000,2005-06,2006,2005,Washington Wizards
NBA,atkinch01,3000000,2006-07,2007,2006,Memphis Grizzlies
NBA,atkinch01,3000000,2007-08,2008,2007,Denver Nuggets
NBA,atkinch01,3240000,2008-09,2009,2008,Oklahoma City Thunder
NBA,atkinch01,1306455,2009-10,2010,2009,Detroit Pistons
NBA,atkinch01,760000,2009-10,2010,2009,Minnesota Timberwolves
NBA,augmost01,875000,1991-92,1992,1991,Atlanta Hawks
NBA,augmost01,1138000,1992-93,1993,1992,Atlanta Hawks
NBA,augmost01,1400000,1993-94,1994,1993,Atlanta Hawks
NBA,augmost01,1662500,1994-95,1995,1994,Atlanta Hawks
NBA,augmost01,2160000,1995-96,1996,1995,Atlanta Hawks
NBA,augmost01,2480000,1996-97,1997,1996,Detroit Pistons
NBA,augmost01,2800000,1997-98,1998,1997,Portland Trail Blazers
NBA,augmost01,3200000,1998-99,1999,1998,Portland Trail Blazers
NBA,augmost01,3450000,1999-00,2000,1999,Houston Rockets
NBA,augmost01,510000,1999-00,2000,1999,Portland Trail Blazers
NBA,augmost01,923500,2000-01,2001,2000,Portland Trail Blazers
NBA,augmost01,2400000,2001-02,2002,2001,Charlotte Hornets
NBA,augmost01,2400000,2002-03,2003,2002,New Orleans Hornets
NBA,augmost01,2400000,2003-04,2004,2003,New Orleans Hornets
NBA,augmost01,1100000,2004-05,2005,2004,Orlando Magic
NBA,augmost01,1138500,2005-06,2006,2005,Orlando Magic
NBA,augusdj01,2208960,2008-09,2009,2008,Charlotte Bobcats
NBA,augusdj01,2385480,2009-10,2010,2009,Charlotte Bobcats
NBA,augusdj01,2540400,2010-11,2011,2010,Charlotte Bobcats
NBA,augusdj01,3236470,2011-12,2012,2011,Charlotte Bobcats
NBA,augusdj01,3500000,2012-13,2013,2012,Indiana Pacers
NBA,augusdj01,1267000,2013-14,2014,2013,Toronto Raptors
NBA,augusdj01,3000000,2014-15,2015,2014,Oklahoma City Thunder
NBA,augusdj01,3000000,2015-16,2016,2015,Denver Nuggets
NBA,augusdj01,7250000,2016-17,2017,2016,Orlando Magic
NBA,augusdj01,7250000,2017-18,2018,2017,Orlando Magic
NBA,augusja01,412718,2006-07,2007,2006,Orlando Magic
NBA,augusja01,687456,2007-08,2008,2007,Orlando Magic
NBA,austiis01,130000,1991-92,1992,1991,Utah Jazz
NBA,austiis01,400000,1992-93,1993,1992,Utah Jazz
NBA,austiis01,450000,1993-94,1994,1993,Utah Jazz
NBA,austiis01,247500,1996-97,1997,1996,Miami Heat
NBA,austiis01,384000,1997-98,1998,1997,Miami Heat
NBA,austiis01,5000000,1998-99,1999,1998,Orlando Magic
NBA,austiis01,4819451,1999-00,2000,1999,Washington Wizards
NBA,austiis01,5500000,2000-01,2001,2000,Vancouver Grizzlies
NBA,austiis01,5695715,2001-02,2002,2001,Memphis Grizzlies
NBA,aventan01,500000,1992-93,1993,1992,Milwaukee Bucks
NBA,aventan01,650000,1993-94,1994,1993,Orlando Magic
NBA,aventan01,800000,1994-95,1995,1994,Orlando Magic
NBA,aventan01,950000,1995-96,1996,1995,Vancouver Grizzlies
NBA,aventan01,510000,1999-00,2000,1999,Los Angeles Clippers
NBA,averywi01,1196520,1999-00,2000,1999,Minnesota Timberwolves
NBA,averywi01,1286160,2000-01,2001,2000,Minnesota Timberwolves
NBA,averywi01,1375920,2001-02,2002,2001,Minnesota Timberwolves
NBA,ayongu01,1567500,2011-12,2012,2011,New Orleans Hornets
NBA,ayongu01,1500000,2012-13,2013,2012,Milwaukee Bucks
NBA,ayongu01,1500000,2013-14,2014,2013,Atlanta Hawks
NBA,pendeje02,457588,2009-10,2010,2009,Portland Trail Blazers
NBA,pendeje02,1500000,2011-12,2012,2011,Indiana Pacers
NBA,pendeje02,1500000,2012-13,2013,2012,Indiana Pacers
NBA,pendeje02,1750000,2013-14,2014,2013,San Antonio Spurs
NBA,pendeje02,1828750,2014-15,2015,2014,San Antonio Spurs
NBA,pendeje02,317232,2015-16,2016,2015,Los Angeles Clippers
NBA,azubuke01,251657,2006-07,2007,2006,Golden State Warriors
NBA,azubuke01,50000,2006-07,2007,2006,Houston Rockets
NBA,azubuke01,687456,2007-08,2008,2007,Golden State Warriors
NBA,azubuke01,2900000,2008-09,2009,2008,Golden State Warriors
NBA,azubuke01,3132000,2009-10,2010,2009,Golden State Warriors
NBA,azubuke01,3300000,2010-11,2011,2010,New York Knicks
NBA,azubuke01,885120,2012-13,2013,2012,Cleveland Cavaliers
NBA,babbch01,48028,2014-15,2015,2014,Boston Celtics
NBA,babbilu01,1645440,2010-11,2011,2010,Portland Trail Blazers
NBA,babbilu01,1768800,2011-12,2012,2011,Portland Trail Blazers
NBA,babbilu01,1892280,2012-13,2013,2012,Portland Trail Blazers
NBA,babbilu01,981084,2014-15,2015,2014,New Orleans Pelicans
NBA,babbilu01,1100000,2015-16,2016,2015,New Orleans Pelicans
NBA,babbilu01,1227000,2016-17,2017,2016,Miami Heat
NBA,babbilu01,1974159,2017-18,2018,2017,Miami Heat
NBA,babicmi01,200000,1990-91,1991,1990,Cleveland Cavaliers
NBA,bacondw01,815615,2017-18,2018,2017,Charlotte Hornets
NBA,bagarda01,795000,2000-01,2001,2000,Chicago Bulls
NBA,bagarda01,854640,2001-02,2002,2001,Chicago Bulls
NBA,bagarda01,830947,2002-03,2003,2002,Chicago Bulls
NBA,bagarda01,1599076,2003-04,2004,2003,Chicago Bulls
NBA,baglejo01,209000,1984-85,1985,1984,Cleveland Cavaliers
NBA,baglejo01,300000,1985-86,1986,1985,Cleveland Cavaliers
NBA,baglejo01,300000,1986-87,1987,1986,Cleveland Cavaliers
NBA,baglejo01,475000,1987-88,1988,1987,New Jersey Nets
NBA,baglejo01,500000,1988-89,1989,1988,New Jersey Nets
NBA,baglejo01,550000,1990-91,1991,1990,Boston Celtics
NBA,baglejo01,550000,1991-92,1992,1991,Boston Celtics
NBA,baglejo01,550000,1992-93,1993,1992,Boston Celtics
NBA,baglejo01,600000,1993-94,1994,1993,Boston Celtics
NBA,baileja01,500000,1985-86,1986,1985,New York Knicks
NBA,baileja01,550000,1986-87,1987,1986,New Jersey Nets
NBA,baileja01,300000,1987-88,1988,1987,Phoenix Suns
NBA,baileth01,225000,1984-85,1985,1984,Utah Jazz
NBA,baileth01,260000,1985-86,1986,1985,Utah Jazz
NBA,baileth01,549000,1987-88,1988,1987,Utah Jazz
NBA,baileth01,600000,1988-89,1989,1988,Utah Jazz
NBA,baileth01,1000000,1989-90,1990,1989,Utah Jazz
NBA,baileth01,1000000,1990-91,1991,1990,Utah Jazz
NBA,baileth01,1000000,1991-92,1992,1991,Minnesota Timberwolves
NBA,baileth01,1000000,1992-93,1993,1992,Minnesota Timberwolves
NBA,baileth01,1000000,1993-94,1994,1993,Minnesota Timberwolves
NBA,baileth01,850000,1998-99,1999,1998,Utah Jazz
NBA,baileth01,510000,1999-00,2000,1999,Utah Jazz
NBA,baileto01,287500,1998-99,1999,1998,Phoenix Suns
NBA,baileto01,535000,1999-00,2000,1999,Phoenix Suns
NBA,bairsca01,507336,2014-15,2015,2014,Chicago Bulls
NBA,bairsca01,845059,2015-16,2016,2015,Chicago Bulls
NBA,bakerro01,543471,2016-17,2017,2016,New York Knicks
NBA,bakerro01,4328000,2017-18,2018,2017,New York Knicks
NBA,bakervi01,866000,1993-94,1994,1993,Milwaukee Bucks
NBA,bakervi01,1065300,1994-95,1995,1994,Milwaukee Bucks
NBA,bakervi01,3765000,1995-96,1996,1995,Milwaukee Bucks
NBA,bakervi01,3765000,1996-97,1997,1996,Milwaukee Bucks
NBA,bakervi01,4064373,1997-98,1998,1997,Seattle SuperSonics
NBA,bakervi01,4264000,1998-99,1999,1998,Seattle SuperSonics
NBA,bakervi01,9000000,1999-00,2000,1999,Seattle SuperSonics
NBA,bakervi01,10130000,2000-01,2001,2000,Seattle SuperSonics
NBA,bakervi01,11250000,2001-02,2002,2001,Seattle SuperSonics
NBA,bakervi01,12375000,2002-03,2003,2002,Boston Celtics
NBA,bakervi01,13500000,2003-04,2004,2003,Boston Celtics
NBA,bakervi01,5333333,2004-05,2005,2004,Boston Celtics
NBA,bakervi01,3500000,2004-05,2005,2004,New York Knicks
NBA,bakervi01,5333333,2005-06,2006,2005,Boston Celtics
NBA,bakervi01,3850000,2005-06,2006,2005,Houston Rockets
NBA,bakervi01,5243334,2006-07,2007,2006,Boston Celtics
NBA,bakervi01,86221,2006-07,2007,2006,Minnesota Timberwolves
NBA,balkmre01,1191240,2006-07,2007,2006,New York Knicks
NBA,balkmre01,1280640,2007-08,2008,2007,New York Knicks
NBA,balkmre01,1369920,2008-09,2009,2008,Denver Nuggets
NBA,balkmre01,2112417,2009-10,2010,2009,Denver Nuggets
NBA,balkmre01,1675000,2010-11,2011,2010,New York Knicks
NBA,balkmre01,1675000,2011-12,2012,2011,New York Knicks
NBA,balkmre01,1675000,2012-13,2013,2012,New York Knicks
NBA,balllo01,6286560,2017-18,2018,2017,Los Angeles Lakers
NBA,ballagr01,350000,1984-85,1985,1984,Washington Bullets
NBA,ballagr01,520833,1985-86,1986,1985,Golden State Warriors
NBA,banksge01,265000,1984-85,1985,1984,San Antonio Spurs
NBA,banksge01,225000,1985-86,1986,1985,Chicago Bulls
NBA,banksma01,1499400,2003-04,2004,2003,Boston Celtics
NBA,banksma01,1611840,2004-05,2005,2004,Boston Celtics
NBA,banksma01,1724280,2005-06,2006,2005,Boston Celtics
NBA,banksma01,3672414,2006-07,2007,2006,Phoenix Suns
NBA,banksma01,3966207,2007-08,2008,2007,Miami Heat
NBA,banksma01,4260000,2008-09,2009,2008,Toronto Raptors
NBA,banksma01,4553793,2009-10,2010,2009,Toronto Raptors
NBA,banksma01,4847586,2010-11,2011,2010,New Orleans Hornets
NBA,bannike01,105000,1985-86,1986,1985,New York Knicks
NBA,bannike01,400000,1990-91,1991,1990,Los Angeles Clippers
NBA,bannike01,50000,1990-91,1991,1990,Utah Jazz
NBA,bannike01,300000,1991-92,1992,1991,Los Angeles Clippers
NBA,barbole01,809280,2003-04,2004,2003,Phoenix Suns
NBA,barbole01,870000,2004-05,2005,2004,Phoenix Suns
NBA,barbole01,930600,2005-06,2006,2005,Phoenix Suns
NBA,barbole01,1679733,2006-07,2007,2006,Phoenix Suns
NBA,barbole01,5600000,2007-08,2008,2007,Phoenix Suns
NBA,barbole01,6100000,2008-09,2009,2008,Phoenix Suns
NBA,barbole01,6600000,2009-10,2010,2009,Phoenix Suns
NBA,barbole01,7100000,2010-11,2011,2010,Toronto Raptors
NBA,barbole01,7600000,2011-12,2012,2011,Toronto Raptors
NBA,barbole01,1229255,2012-13,2013,2012,Washington Wizards
NBA,barbole01,1448490,2014-15,2015,2014,Golden State Warriors
NBA,barbole01,2500000,2015-16,2016,2015,Golden State Warriors
NBA,barbole01,4000000,2016-17,2017,2016,Phoenix Suns
NBA,barbole01,500000,2017-18,2018,2017,Phoenix Suns
NBA,bardost01,150000,1992-93,1993,1992,Dallas Mavericks
NBA,bardost01,225000,1995-96,1996,1995,Detroit Pistons
NBA,bareajo01,412718,2006-07,2007,2006,Dallas Mavericks
NBA,bareajo01,687456,2007-08,2008,2007,Dallas Mavericks
NBA,bareajo01,1500000,2008-09,2009,2008,Dallas Mavericks
NBA,bareajo01,1657500,2009-10,2010,2009,Dallas Mavericks
NBA,bareajo01,1815000,2010-11,2011,2010,Dallas Mavericks
NBA,bareajo01,4300000,2011-12,2012,2011,Minnesota Timberwolves
NBA,bareajo01,4493500,2012-13,2013,2012,Minnesota Timberwolves
NBA,bareajo01,4687000,2013-14,2014,2013,Minnesota Timberwolves
NBA,bareajo01,1310286,2014-15,2015,2014,Dallas Mavericks
NBA,bareajo01,4000000,2015-16,2016,2015,Dallas Mavericks
NBA,bareajo01,4096950,2016-17,2017,2016,Dallas Mavericks
NBA,bareajo01,3903900,2017-18,2018,2017,Dallas Mavericks
NBA,bargnan01,4501200,2006-07,2007,2006,Toronto Raptors
NBA,bargnan01,4838880,2007-08,2008,2007,Toronto Raptors
NBA,bargnan01,5176440,2008-09,2009,2008,Toronto Raptors
NBA,bargnan01,6527491,2009-10,2010,2009,Toronto Raptors
NBA,bargnan01,8500000,2010-11,2011,2010,Toronto Raptors
NBA,bargnan01,9250000,2011-12,2012,2011,Toronto Raptors
NBA,bargnan01,10000000,2012-13,2013,2012,Toronto Raptors
NBA,bargnan01,11862500,2013-14,2014,2013,New York Knicks
NBA,bargnan01,11500000,2014-15,2015,2014,New York Knicks
NBA,bargnan01,1039298,2015-16,2016,2015,Brooklyn Nets
NBA,bargnan01,323599,2016-17,2017,2016,Brooklyn Nets
NBA,barklch01,307000,1984-85,1985,1984,Philadelphia 76ers
NBA,barklch01,437500,1985-86,1986,1985,Philadelphia 76ers
NBA,barklch01,822500,1987-88,1988,1987,Philadelphia 76ers
NBA,barklch01,1536000,1988-89,1989,1988,Philadelphia 76ers
NBA,barklch01,3000000,1989-90,1990,1989,Philadelphia 76ers
NBA,barklch01,2900000,1990-91,1991,1990,Philadelphia 76ers
NBA,barklch01,3200000,1991-92,1992,1991,Philadelphia 76ers
NBA,barklch01,2420000,1992-93,1993,1992,Phoenix Suns
NBA,barklch01,3250000,1993-94,1994,1993,Phoenix Suns
NBA,barklch01,4030000,1994-95,1995,1994,Phoenix Suns
NBA,barklch01,4760000,1995-96,1996,1995,Phoenix Suns
NBA,barklch01,4695000,1996-97,1997,1996,Houston Rockets
NBA,barklch01,2250000,1997-98,1998,1997,Houston Rockets
NBA,barklch01,1000000,1998-99,1999,1998,Houston Rockets
NBA,barklch01,9000000,1999-00,2000,1999,Houston Rockets
NBA,barkler01,712200,2000-01,2001,2000,Portland Trail Blazers
NBA,barkler01,638000,2001-02,2002,2001,Portland Trail Blazers
NBA,barkler01,682500,2002-03,2003,2002,Chicago Bulls
NBA,barneha02,2798040,2012-13,2013,2012,Golden State Warriors
NBA,barneha02,2923920,2013-14,2014,2013,Golden State Warriors
NBA,barneha02,3049920,2014-15,2015,2014,Golden State Warriors
NBA,barneha02,3873398,2015-16,2016,2015,Golden State Warriors
NBA,barneha02,22116750,2016-17,2017,2016,Dallas Mavericks
NBA,barneha02,23112004,2017-18,2018,2017,Dallas Mavericks
NBA,barnema02,695046,2004-05,2005,2004,Sacramento Kings
NBA,barnema02,552269,2005-06,2006,2005,Philadelphia 76ers
NBA,barnema02,131593,2005-06,2006,2005,New York Knicks
